Latitud,Longitud,Valor_Sentinel,Temp_ERA5_(K),Factor_Error_(%)
1500760.0,339480.0,0.1318,299.05,35.75
1500760.0,340600.0,0.1558,299.03,35.26
1500760.0,341720.0,0.168,299.02,34.99
1500760.0,342840.0,0.2118,299.01,34.93
1500760.0,343960.0,0.0849,299.02,35.11
1500760.0,345080.0,0.088,299.04,35.51
1500760.0,346200.0,0.1508,299.07,36.16
1500760.0,347320.0,0.1204,299.1,37.07
1500760.0,348440.0,0.1656,299.15,38.23
1500760.0,349560.0,0.3669,299.21,39.68
1500760.0,350680.0,0.0503,299.29,41.45
1500760.0,351800.0,0.2631,299.37,43.5
1500760.0,352920.0,0.0725,299.47,45.8
1500760.0,354040.0,0.3022,299.57,48.31
1500760.0,355160.0,0.152,299.69,51.01
1500760.0,356280.0,0.2004,299.81,53.86
1500760.0,357400.0,0.1545,299.93,56.83
1500760.0,358520.0,0.1565,300.06,59.9
1500760.0,359640.0,0.1538,300.19,63.05
1500760.0,360760.0,0.166,300.35,66.74
1500760.0,361880.0,0.134,300.52,70.95
1500760.0,363000.0,0.2642,300.71,75.49
1500760.0,364120.0,0.2253,300.91,80.16
1500760.0,365240.0,0.1406,301.1,84.74
1500760.0,366360.0,0.1218,301.28,89.03
1500760.0,367480.0,0.1413,301.44,92.84
1500760.0,368600.0,0.3259,301.57,95.95
1500760.0,369720.0,0.2082,301.66,98.17
1500760.0,370840.0,0.1981,301.71,99.32
1500760.0,371960.0,0.1448,301.72,99.52
1500760.0,373080.0,0.1228,301.69,98.93
1500760.0,374200.0,0.0708,301.64,97.72
1500760.0,375320.0,0.1001,301.57,96.05
1500760.0,376440.0,0.1188,301.49,94.1
1499640.0,304760.0,0.1812,298.17,14.74
1499640.0,305880.0,0.0975,298.23,16.33
1499640.0,307000.0,0.1396,298.32,18.26
1499640.0,308120.0,0.1751,298.41,20.48
1499640.0,309240.0,0.1008,298.51,22.9
1499640.0,310360.0,0.1473,298.62,25.46
1499640.0,311480.0,0.1345,298.73,28.09
1499640.0,312600.0,0.1596,298.84,30.71
1499640.0,313720.0,0.057,298.94,33.25
1499640.0,314840.0,0.2321,299.04,35.63
1499640.0,315960.0,0.1049,299.13,37.78
1499640.0,317080.0,0.0879,299.22,39.88
1499640.0,318200.0,0.2024,299.32,42.14
1499640.0,319320.0,0.1438,299.41,44.45
1499640.0,320440.0,0.1031,299.51,46.72
