Latitud,Longitud,Valor_Sentinel,Temp_2m_ERA5_(C),Temp_10m_ERA5_(C),Vapor_Agua_(mm),Humedad_Relativa_(%),Factor_Error_(%)
1590840.0,171720.0,0.1509,21.96,22.35,26.41,64.55,14.62
1590840.0,175880.0,0.0266,21.99,22.57,26.27,63.92,15.01
1590840.0,180040.0,0.04,22.13,22.76,26.61,63.92,16.92
1590840.0,184200.0,0.0617,22.28,22.95,27.02,64.0,19.03
1590840.0,188360.0,0.094,22.43,23.13,27.42,64.07,21.14
1590840.0,192520.0,0.1252,22.58,23.32,27.83,64.15,23.25
1590840.0,196680.0,0.1066,22.73,23.5,28.23,64.23,25.36
1590840.0,200840.0,0.1007,22.88,23.68,28.64,64.3,27.47
1590840.0,205000.0,0.1247,23.04,23.83,29.02,64.37,29.81
1590840.0,209160.0,0.0768,23.24,23.92,29.37,64.43,32.5
1590840.0,213320.0,0.132,23.43,24.0,29.71,64.49,35.18
1590840.0,217480.0,0.1044,23.62,24.09,30.06,64.55,37.87
1590840.0,221640.0,0.1092,23.81,24.18,30.41,64.61,40.56
1590840.0,225800.0,0.0797,24.0,24.26,30.76,64.66,43.25
1590840.0,229960.0,0.1146,24.19,24.35,31.11,64.72,45.93
1590840.0,250760.0,0.1983,23.62,23.36,30.6,67.74,37.91
1586680.0,171720.0,0.1381,21.96,22.35,26.41,64.54,14.62
1586680.0,175880.0,0.1391,21.99,22.57,26.27,63.91,15.01
1586680.0,180040.0,0.0504,22.13,22.76,26.62,63.92,16.95
1586680.0,184200.0,0.0646,22.28,22.95,27.02,64.0,19.06
1586680.0,188360.0,0.1064,22.43,23.13,27.43,64.07,21.17
1586680.0,192520.0,0.069,22.58,23.32,27.83,64.15,23.28
1586680.0,196680.0,0.0831,22.73,23.5,28.24,64.23,25.38
1586680.0,200840.0,0.0547,22.88,23.69,28.64,64.31,27.49
1586680.0,205000.0,0.0503,23.05,23.83,29.02,64.38,29.84
1586680.0,209160.0,0.0388,23.24,23.92,29.37,64.43,32.53
1586680.0,213320.0,0.169,23.43,24.0,29.72,64.49,35.21
1586680.0,217480.0,0.1134,23.62,24.09,30.07,64.55,37.9
1586680.0,221640.0,0.1406,23.81,24.18,30.42,64.61,40.59
1586680.0,225800.0,0.1341,24.0,24.27,30.76,64.66,43.28
1586680.0,229960.0,0.2414,24.19,24.35,31.11,64.72,45.96
1586680.0,234120.0,0.1496,24.1,24.17,31.04,65.28,44.59
1586680.0,238280.0,0.1432,23.98,23.96,30.93,65.89,42.92
1586680.0,242440.0,0.1535,23.86,23.76,30.82,66.5,41.24
1586680.0,246600.0,0.0771,23.74,23.56,30.71,67.12,39.57
1586680.0,250760.0,0.0528,23.62,23.35,30.6,67.74,37.89
1586680.0,254920.0,0.1852,23.5,23.15,30.49,68.37,36.22
1586680.0,259080.0,0.1198,23.39,22.96,30.34,68.78,34.6
1586680.0,263240.0,0.1041,23.28,22.77,30.15,68.9,33.07
1586680.0,267400.0,0.1599,23.17,22.59,29.96,69.03,31.53
1586680.0,271560.0,0.1629,23.06,22.41,29.77,69.15,29.99
1586680.0,275720.0,0.4118,22.95,22.23,29.58,69.28,28.45
1586680.0,279880.0,0.0751,22.84,22.04,29.4,69.41,26.92
1586680.0,284040.0,0.374,22.73,21.86,29.21,69.53,25.38
1582520.0,171720.0,0.1911,21.96,22.36,26.41,64.53,14.63
1582520.0,175880.0,0.063,21.99,22.58,26.27,63.9,15.02
1582520.0,180040.0,0.1298,22.13,22.77,26.62,63.92,16.98
1582520.0,184200.0,0.0504,22.28,22.95,27.03,64.0,19.09
1582520.0,188360.0,0.0604,22.43,23.14,27.43,64.07,21.19
1582520.0,192520.0,0.0754,22.58,23.32,27.84,64.15,23.3
1582520.0,196680.0,0.0949,22.73,23.5,28.24,64.23,25.41
1582520.0,200840.0,0.2507,22.88,23.69,28.65,64.31,27.52
1582520.0,205000.0,0.0732,23.05,23.83,29.03,64.38,29.87
1582520.0,209160.0,0.0493,23.24,23.92,29.37,64.43,32.56
1582520.0,213320.0,0.115,23.43,24.01,29.72,64.49,35.25
1582520.0,217480.0,0.172,23.62,24.09,30.07,64.55,37.93
1582520.0,221640.0,0.1412,23.81,24.18,30.42,64.61,40.62
1582520.0,225800.0,0.1027,24.01,24.27,30.77,64.66,43.31
1582520.0,229960.0,0.1518,24.2,24.35,31.12,64.72,45.99
1582520.0,234120.0,0.0972,24.1,24.17,31.03,65.29,44.57
1582520.0,238280.0,0.1134,23.98,23.96,30.92,65.89,42.9
1582520.0,242440.0,0.0778,23.86,23.76,30.81,66.51,41.23
1582520.0,246600.0,0.327,23.74,23.55,30.7,67.12,39.55
1582520.0,250760.0,0.1607,23.62,23.35,30.59,67.75,37.88
1582520.0,254920.0,0.1617,23.5,23.15,30.48,68.38,36.2
1582520.0,259080.0,0.0624,23.38,22.95,30.34,68.78,34.59
1582520.0,263240.0,0.2557,23.28,22.77,30.15,68.9,33.05
1582520.0,267400.0,0.1177,23.17,22.59,29.96,69.03,31.51
1582520.0,271560.0,0.021,23.06,22.41,29.77,69.16,29.98
1582520.0,275720.0,0.0247,22.95,22.22,29.58,69.28,28.44
1582520.0,279880.0,0.2788,22.84,22.04,29.39,69.41,26.9
1582520.0,284040.0,0.3163,22.73,21.86,29.21,69.53,25.37
1582520.0,288200.0,0.1358,22.63,21.74,29.04,69.61,23.95
1582520.0,292360.0,0.5366,22.53,21.62,28.88,69.68,22.55
1582520.0,296520.0,0.143,22.43,21.5,28.72,69.75,21.14
1582520.0,300680.0,0.2072,22.33,21.38,28.55,69.82,19.73
1582520.0,304840.0,0.3781,22.23,21.26,28.39,69.89,18.32
1578360.0,167560.0,0.075,21.94,22.14,26.55,65.16,14.24
1578360.0,171720.0,0.0634,21.96,22.36,26.41,64.52,14.63
1578360.0,175880.0,0.1061,21.99,22.58,26.26,63.89,15.02
1578360.0,180040.0,0.0926,22.13,22.77,26.63,63.92,17.0
1578360.0,184200.0,0.1388,22.28,22.95,27.03,64.0,19.11
1578360.0,188360.0,0.0375,22.43,23.14,27.44,64.08,21.22
1578360.0,192520.0,0.1056,22.58,23.32,27.84,64.15,23.33
1578360.0,196680.0,0.1245,22.73,23.51,28.25,64.23,25.43
1578360.0,200840.0,0.1829,22.88,23.69,28.65,64.31,27.54
1578360.0,205000.0,0.1765,23.05,23.83,29.03,64.38,29.9
1578360.0,209160.0,0.1361,23.24,23.92,29.38,64.43,32.59
1578360.0,213320.0,0.1047,23.43,24.01,29.73,64.49,35.28
1578360.0,217480.0,0.0723,23.62,24.09,30.08,64.55,37.96
1578360.0,221640.0,0.0978,23.82,24.18,30.42,64.61,40.65
1578360.0,225800.0,0.0025,24.01,24.27,30.77,64.66,43.34
1578360.0,229960.0,0.0061,24.2,24.35,31.12,64.72,46.02
1578360.0,234120.0,0.2022,24.09,24.16,31.03,65.3,44.56
1578360.0,238280.0,0.0732,23.98,23.96,30.92,65.9,42.88
1578360.0,242440.0,0.0998,23.86,23.76,30.81,66.51,41.21
1578360.0,246600.0,0.0715,23.74,23.55,30.7,67.13,39.53
1578360.0,250760.0,0.1428,23.62,23.35,30.59,67.75,37.86
1578360.0,254920.0,0.217,23.5,23.15,30.48,68.38,36.19
1578360.0,259080.0,0.1845,23.38,22.95,30.34,68.78,34.57
1578360.0,263240.0,0.0742,23.27,22.77,30.15,68.91,33.04
1578360.0,267400.0,0.0651,23.16,22.59,29.96,69.03,31.5
1578360.0,271560.0,0.0896,23.06,22.4,29.77,69.16,29.96
1578360.0,275720.0,0.2323,22.95,22.22,29.58,69.28,28.43
1578360.0,279880.0,0.362,22.84,22.04,29.39,69.41,26.89
1578360.0,284040.0,0.2367,22.73,21.86,29.2,69.54,25.35
1578360.0,288200.0,0.0302,22.63,21.74,29.04,69.61,23.94
1578360.0,292360.0,0.0347,22.53,21.62,28.88,69.68,22.53
1578360.0,296520.0,0.1942,22.43,21.5,28.72,69.75,21.13
1578360.0,300680.0,0.0653,22.33,21.38,28.55,69.82,19.72
1578360.0,304840.0,0.1262,22.23,21.26,28.39,69.89,18.31
1578360.0,309000.0,0.1218,22.12,21.14,28.23,69.96,16.9
1578360.0,313160.0,0.1385,21.98,20.99,28.0,70.2,14.88
1578360.0,317320.0,0.125,21.79,20.83,27.7,70.62,12.23
1578360.0,321480.0,0.0587,21.6,20.67,27.4,71.04,9.58
1578360.0,325640.0,0.1083,21.41,20.5,27.1,71.46,6.93
1574200.0,167560.0,0.0457,22.35,22.55,27.41,64.98,20.03
1574200.0,171720.0,0.0549,22.35,22.73,27.2,64.3,20.01
1574200.0,175880.0,0.2564,22.35,22.92,26.99,63.63,20.0
1574200.0,180040.0,0.0703,22.43,23.03,27.27,63.77,21.2
1574200.0,184200.0,0.0863,22.52,23.14,27.59,63.96,22.5
1574200.0,188360.0,0.1238,22.62,23.25,27.9,64.14,23.82
1574200.0,192520.0,0.0287,22.71,23.36,28.22,64.33,25.15
1574200.0,196680.0,0.1116,22.81,23.48,28.54,64.51,26.5
1574200.0,200840.0,0.1406,22.91,23.6,28.86,64.69,27.87
1574200.0,205000.0,0.1246,23.05,23.71,29.2,64.77,29.87
1574200.0,209160.0,0.115,23.24,23.82,29.54,64.75,32.62
1574200.0,213320.0,0.1408,23.44,23.93,29.88,64.72,35.37
1574200.0,217480.0,0.1621,23.64,24.04,30.22,64.7,38.12
1574200.0,221640.0,0.0812,23.83,24.16,30.56,64.68,40.86
1574200.0,225800.0,0.1014,24.03,24.27,30.9,64.66,43.61
1574200.0,229960.0,0.1602,24.22,24.37,31.24,64.64,46.36
1574200.0,234120.0,0.1182,24.15,24.23,31.19,65.06,45.4
1574200.0,238280.0,0.0952,24.07,24.08,31.13,65.5,44.28
1574200.0,242440.0,0.1223,23.99,23.93,31.06,65.95,43.15
1574200.0,246600.0,0.0585,23.91,23.78,30.99,66.4,42.0
1574200.0,250760.0,0.0611,23.83,23.63,30.92,66.86,40.84
1574200.0,254920.0,0.0525,23.75,23.47,30.85,67.33,39.67
1574200.0,259080.0,0.0924,23.65,23.3,30.72,67.65,38.32
1574200.0,263240.0,0.4045,23.54,23.12,30.53,67.8,36.77
1574200.0,267400.0,0.1445,23.43,22.93,30.34,67.95,35.23
1574200.0,271560.0,0.0929,23.32,22.75,30.15,68.09,33.68
1574200.0,275720.0,0.3265,23.21,22.56,29.96,68.24,32.13
1574200.0,279880.0,0.0929,23.1,22.38,29.78,68.39,30.59
1574200.0,284040.0,1.063,22.99,22.2,29.59,68.54,29.04
1574200.0,288200.0,0.0281,22.9,22.09,29.43,68.58,27.78
1574200.0,292360.0,0.077,22.81,21.98,29.28,68.63,26.53
1574200.0,296520.0,0.0854,22.72,21.88,29.13,68.68,25.27
1574200.0,300680.0,0.1717,22.63,21.77,28.97,68.73,24.0
1574200.0,304840.0,0.0911,22.54,21.66,28.82,68.78,22.73
1574200.0,309000.0,0.3823,22.45,21.55,28.66,68.84,21.45
1574200.0,313160.0,0.0645,22.31,21.42,28.44,69.06,19.49
1574200.0,317320.0,0.4757,22.12,21.26,28.14,69.46,16.87
1574200.0,321480.0,0.0887,21.94,21.09,27.84,69.87,14.24
1574200.0,325640.0,0.0525,21.75,20.93,27.54,70.27,11.61
1574200.0,329800.0,0.0927,21.56,20.77,27.24,70.68,8.98
1574200.0,333960.0,0.3676,21.37,20.61,26.95,71.1,6.34
1570040.0,167560.0,0.0985,22.83,23.02,28.43,64.77,26.79
1570040.0,171720.0,0.1296,22.8,23.17,28.14,64.04,26.35
1570040.0,175880.0,0.068,22.77,23.32,27.85,63.33,25.92
1570040.0,180040.0,0.0727,22.79,23.34,28.04,63.6,26.23
1570040.0,184200.0,0.3321,22.82,23.37,28.26,63.91,26.61
1570040.0,188360.0,0.1047,22.84,23.39,28.47,64.23,27.0
1570040.0,192520.0,0.0931,22.87,23.42,28.69,64.55,27.4
1570040.0,196680.0,0.0459,22.9,23.44,28.91,64.86,27.82
1570040.0,200840.0,0.097,22.93,23.47,29.13,65.18,28.26
1570040.0,205000.0,0.0274,23.04,23.55,29.41,65.28,29.81
1570040.0,209160.0,0.0938,23.25,23.7,29.74,65.15,32.65
1570040.0,213320.0,0.11,23.45,23.84,30.07,65.02,35.48
1570040.0,217480.0,0.1632,23.65,23.98,30.41,64.89,38.32
1570040.0,221640.0,0.1066,23.85,24.12,30.74,64.77,41.15
1570040.0,225800.0,0.3413,24.05,24.26,31.07,64.65,43.98
1570040.0,229960.0,0.1016,24.25,24.4,31.41,64.52,46.81
1570040.0,234120.0,0.05,24.24,24.34,31.41,64.72,46.59
1570040.0,238280.0,0.0684,24.22,24.26,31.41,64.92,46.27
1570040.0,242440.0,0.1253,24.19,24.19,31.41,65.14,45.94
1570040.0,246600.0,0.2784,24.17,24.11,31.4,65.35,45.6
1570040.0,250760.0,0.1984,24.14,24.03,31.4,65.57,45.24
1570040.0,254920.0,0.0777,24.12,23.95,31.39,65.8,44.87
1570040.0,259080.0,0.0253,24.05,23.83,31.3,65.99,43.96
1570040.0,263240.0,0.0741,23.95,23.65,31.12,66.15,42.48
1570040.0,267400.0,0.1926,23.84,23.47,30.94,66.31,41.0
1570040.0,271560.0,0.3588,23.74,23.29,30.76,66.46,39.52
1570040.0,275720.0,0.275,23.63,23.11,30.58,66.62,38.04
1570040.0,279880.0,0.063,23.52,22.93,30.39,66.78,36.56
1570040.0,284040.0,0.2225,23.42,22.75,30.21,66.94,35.07
1570040.0,288200.0,0.1442,23.35,22.68,30.08,66.93,34.17
1570040.0,292360.0,0.0865,23.29,22.6,29.96,66.92,33.26
1570040.0,296520.0,0.8323,23.23,22.53,29.83,66.91,32.35
1570040.0,300680.0,0.1368,23.16,22.46,29.7,66.9,31.44
1570040.0,304840.0,0.0792,23.09,22.38,29.57,66.89,30.51
1570040.0,309000.0,0.1185,23.03,22.3,29.44,66.88,29.58
1570040.0,313160.0,0.4415,22.91,22.19,29.23,67.05,27.89
1570040.0,317320.0,0.0611,22.73,22.05,28.95,67.39,25.45
1570040.0,321480.0,0.1411,22.56,21.9,28.67,67.73,23.0
1570040.0,325640.0,0.0636,22.39,21.75,28.39,68.07,20.56
1570040.0,329800.0,0.1154,22.21,21.61,28.11,68.41,18.11
1570040.0,333960.0,0.0621,22.04,21.46,27.82,68.76,15.66
1565880.0,167560.0,0.086,23.31,23.5,29.44,64.56,33.53
1565880.0,171720.0,0.1124,23.25,23.61,29.07,63.79,32.67
1565880.0,175880.0,0.035,23.19,23.72,28.71,63.02,31.82
1565880.0,180040.0,0.1017,23.15,23.66,28.81,63.42,31.24
1565880.0,184200.0,0.1048,23.11,23.59,28.92,63.87,30.69
1565880.0,188360.0,0.3555,23.07,23.53,29.04,64.32,30.15
1565880.0,192520.0,0.1747,23.03,23.46,29.16,64.77,29.62
1565880.0,196680.0,0.0999,22.99,23.4,29.28,65.22,29.12
1565880.0,200840.0,0.061,22.96,23.34,29.4,65.67,28.63
1565880.0,205000.0,0.1382,23.04,23.4,29.62,65.8,29.76
1565880.0,209160.0,0.0721,23.25,23.57,29.94,65.56,32.68
1565880.0,213320.0,0.1405,23.46,23.74,30.27,65.32,35.6
1565880.0,217480.0,0.1053,23.66,23.92,30.59,65.09,38.51
1565880.0,221640.0,0.1,23.87,24.09,30.92,64.86,41.43
1565880.0,225800.0,0.0484,24.08,24.26,31.25,64.63,44.34
1565880.0,229960.0,0.1209,24.29,24.43,31.57,64.41,47.26
1565880.0,234120.0,0.1327,24.33,24.44,31.64,64.38,47.8
1565880.0,238280.0,0.0564,24.36,24.44,31.7,64.35,48.28
1565880.0,242440.0,0.2673,24.39,24.44,31.76,64.33,48.75
1565880.0,246600.0,0.7003,24.43,24.44,31.82,64.32,49.21
1565880.0,250760.0,0.1135,24.46,24.44,31.88,64.31,49.66
1565880.0,254920.0,0.1158,24.49,24.44,31.94,64.3,50.09
1565880.0,259080.0,0.1672,24.45,24.35,31.88,64.38,49.6
1565880.0,263240.0,0.071,24.35,24.18,31.71,64.54,48.19
1565880.0,267400.0,0.1655,24.25,24.0,31.53,64.71,46.77
1565880.0,271560.0,0.1669,24.15,23.83,31.36,64.88,45.36
1565880.0,275720.0,0.2,24.05,23.66,31.19,65.05,43.94
1565880.0,279880.0,0.3638,23.95,23.48,31.01,65.21,42.53
1565880.0,284040.0,0.1462,23.85,23.31,30.84,65.38,41.11
1565880.0,288200.0,0.2186,23.81,23.27,30.74,65.31,40.56
1565880.0,292360.0,0.1153,23.77,23.23,30.63,65.25,40.01
1565880.0,296520.0,0.2243,23.73,23.18,30.53,65.18,39.45
1565880.0,300680.0,0.1378,23.69,23.14,30.43,65.12,38.88
1565880.0,304840.0,0.0904,23.65,23.1,30.32,65.06,38.3
1565880.0,309000.0,0.1468,23.61,23.05,30.22,64.99,37.72
1565880.0,313160.0,0.2668,23.51,22.97,30.03,65.11,36.28
1565880.0,317320.0,0.5369,23.34,22.84,29.77,65.38,34.03
1565880.0,321480.0,0.1217,23.18,22.71,29.5,65.66,31.77
1565880.0,325640.0,0.0595,23.02,22.58,29.23,65.94,29.51
1565880.0,329800.0,0.0559,22.86,22.45,28.97,66.23,27.24
1565880.0,333960.0,0.1106,22.7,22.32,28.7,66.52,24.98
1561720.0,167560.0,0.0659,23.79,23.97,30.45,64.36,40.26
1561720.0,171720.0,0.0609,23.7,24.04,30.01,63.53,38.99
1561720.0,175880.0,0.0573,23.61,24.11,29.57,62.72,37.72
1561720.0,180040.0,0.1485,23.5,23.97,29.58,63.26,36.22
1561720.0,184200.0,0.1301,23.4,23.81,29.59,63.84,34.74
1561720.0,188360.0,0.142,23.29,23.66,29.61,64.42,33.27
1561720.0,192520.0,0.111,23.19,23.51,29.62,65.0,31.82
1561720.0,196680.0,0.0365,23.09,23.36,29.64,65.59,30.39
1561720.0,200840.0,0.1121,22.98,23.21,29.66,66.18,28.97
1561720.0,205000.0,0.0803,23.04,23.24,29.83,66.31,29.71
1561720.0,209160.0,0.0715,23.25,23.44,30.15,65.96,32.71
1561720.0,213320.0,0.1459,23.46,23.65,30.46,65.62,35.72
1561720.0,217480.0,0.2054,23.68,23.85,30.78,65.28,38.72
1561720.0,221640.0,0.0703,23.89,24.06,31.1,64.94,41.72
1561720.0,225800.0,0.0639,24.11,24.26,31.42,64.61,44.71
1561720.0,229960.0,0.1227,24.32,24.46,31.74,64.29,47.71
1561720.0,234120.0,0.1078,24.41,24.54,31.86,64.03,49.02
1561720.0,238280.0,0.091,24.5,24.62,31.99,63.78,50.31
1561720.0,242440.0,0.1262,24.59,24.7,32.12,63.54,51.58
1561720.0,246600.0,0.0957,24.68,24.78,32.24,63.3,52.84
1561720.0,250760.0,0.1333,24.77,24.85,32.36,63.06,54.09
1561720.0,254920.0,0.075,24.86,24.93,32.48,62.83,55.32
1561720.0,259080.0,0.4798,24.86,24.88,32.46,62.81,55.25
1561720.0,263240.0,0.1178,24.76,24.71,32.29,62.98,53.9
1561720.0,267400.0,0.2006,24.66,24.54,32.13,63.16,52.55
1561720.0,271560.0,0.0372,24.57,24.37,31.96,63.34,51.2
1561720.0,275720.0,0.1204,24.47,24.2,31.8,63.51,49.85
1561720.0,279880.0,0.1302,24.38,24.03,31.63,63.69,48.5
1561720.0,284040.0,0.1241,24.28,23.86,31.47,63.86,47.16
1561720.0,288200.0,0.0622,24.27,23.86,31.39,63.74,46.96
1561720.0,292360.0,0.0863,24.25,23.85,31.31,63.63,46.75
1561720.0,296520.0,0.3704,24.24,23.84,31.23,63.51,46.54
1561720.0,300680.0,0.187,24.22,23.83,31.16,63.39,46.33
1561720.0,304840.0,0.1942,24.2,23.82,31.08,63.28,46.1
1561720.0,309000.0,0.075,24.19,23.8,31.0,63.17,45.87
1561720.0,313160.0,0.0979,24.1,23.74,30.83,63.23,44.68
1561720.0,317320.0,0.1107,23.96,23.63,30.58,63.45,42.61
1561720.0,321480.0,0.0948,23.81,23.51,30.33,63.67,40.54
1561720.0,325640.0,0.1188,23.66,23.4,30.08,63.9,38.46
1561720.0,329800.0,0.0691,23.51,23.29,29.83,64.12,36.38
1561720.0,333960.0,0.0842,23.36,23.17,29.58,64.35,34.3
1561720.0,338120.0,0.1223,23.21,23.05,29.33,64.61,32.17
1561720.0,342280.0,0.0851,22.97,22.71,29.11,65.72,28.84
1561720.0,346440.0,0.1544,22.74,22.38,28.9,66.84,25.51
1557560.0,167560.0,0.04,24.27,24.44,31.45,64.15,46.98
1557560.0,171720.0,0.1,24.15,24.48,30.94,63.28,45.29
1557560.0,175880.0,0.067,24.03,24.51,30.43,62.41,43.6
1557560.0,180040.0,0.1954,23.85,24.27,30.34,63.1,41.18
1557560.0,184200.0,0.1098,23.68,24.03,30.25,63.8,38.77
1557560.0,188360.0,0.0834,23.51,23.79,30.17,64.51,36.38
1557560.0,192520.0,0.1204,23.34,23.55,30.08,65.23,34.0
1557560.0,196680.0,0.076,23.17,23.32,30.0,65.95,31.64
1557560.0,200840.0,0.0794,23.01,23.08,29.92,66.68,29.29
1557560.0,205000.0,0.052,23.03,23.08,30.04,66.82,29.66
1557560.0,209160.0,0.0953,23.25,23.32,30.35,66.37,32.75
1557560.0,213320.0,0.083,23.47,23.56,30.66,65.91,35.83
1557560.0,217480.0,0.1209,23.69,23.79,30.97,65.47,38.92
1557560.0,221640.0,0.0919,23.91,24.03,31.28,65.03,42.0
1557560.0,225800.0,0.0884,24.13,24.26,31.59,64.6,45.09
1557560.0,229960.0,0.0704,24.35,24.49,31.9,64.17,48.16
1557560.0,234120.0,0.1348,24.5,24.65,32.09,63.69,50.26
1557560.0,238280.0,0.1065,24.65,24.8,32.28,63.21,52.35
1557560.0,242440.0,0.0624,24.8,24.96,32.47,62.75,54.42
1557560.0,246600.0,0.1267,24.94,25.11,32.66,62.29,56.49
1557560.0,250760.0,0.1028,25.09,25.26,32.85,61.84,58.53
1557560.0,254920.0,0.1498,25.23,25.41,33.03,61.4,60.56
1557560.0,259080.0,0.0943,25.26,25.4,33.04,61.28,60.89
1557560.0,263240.0,0.0988,25.17,25.24,32.88,61.46,59.61
1557560.0,267400.0,0.0678,25.08,25.08,32.72,61.65,58.33
1557560.0,271560.0,0.0836,24.98,24.91,32.57,61.83,57.04
1557560.0,275720.0,0.149,24.89,24.75,32.41,62.02,55.76
1557560.0,279880.0,0.0496,24.8,24.58,32.25,62.21,54.47
1557560.0,284040.0,0.1902,24.71,24.42,32.09,62.39,53.21
1557560.0,288200.0,0.1244,24.72,24.45,32.04,62.22,53.36
1557560.0,292360.0,0.0709,24.73,24.47,31.99,62.05,53.51
1557560.0,296520.0,0.1865,24.74,24.49,31.94,61.89,53.65
1557560.0,300680.0,0.2597,24.75,24.51,31.88,61.72,53.78
1557560.0,304840.0,0.101,24.76,24.53,31.83,61.56,53.9
1557560.0,309000.0,0.4154,24.77,24.56,31.78,61.4,54.02
1557560.0,313160.0,0.0852,24.7,24.51,31.63,61.41,53.08
1557560.0,317320.0,0.2533,24.57,24.42,31.4,61.58,51.2
1557560.0,321480.0,0.2399,24.43,24.32,31.16,61.75,49.31
1557560.0,325640.0,0.0949,24.3,24.23,30.93,61.92,47.42
1557560.0,329800.0,0.2204,24.16,24.13,30.69,62.1,45.52
1557560.0,333960.0,0.0931,24.03,24.03,30.46,62.27,43.62
1557560.0,338120.0,0.0873,23.89,23.92,30.22,62.49,41.65
1557560.0,342280.0,0.0736,23.62,23.52,29.97,63.73,37.84
1557560.0,346440.0,0.2566,23.34,23.11,29.73,65.0,34.03
1557560.0,350600.0,0.4443,23.07,22.71,29.48,66.29,30.24
1557560.0,354760.0,0.3617,22.8,22.3,29.23,67.61,26.45
1557560.0,358920.0,0.1019,22.54,21.9,28.99,68.95,22.67
1557560.0,363080.0,0.1977,22.27,21.5,28.74,70.31,18.89
1553400.0,163400.0,0.0666,24.9,24.92,33.04,64.88,55.81
1553400.0,167560.0,0.0751,24.75,24.91,32.46,63.95,53.69
1553400.0,171720.0,0.1833,24.59,24.91,31.87,63.03,51.58
1553400.0,175880.0,0.1007,24.44,24.91,31.29,62.12,49.47
1553400.0,180040.0,0.3293,24.21,24.58,31.1,62.94,46.12
1553400.0,184200.0,0.146,23.97,24.25,30.91,63.77,42.78
1553400.0,188360.0,0.0692,23.73,23.92,30.73,64.61,39.46
1553400.0,192520.0,0.2079,23.5,23.6,30.54,65.46,36.16
1553400.0,196680.0,0.1242,23.26,23.27,30.36,66.33,32.87
1553400.0,200840.0,0.1483,23.03,22.95,30.18,67.2,29.6
1553400.0,205000.0,0.1353,23.03,22.93,30.25,67.34,29.61
1553400.0,209160.0,0.0882,23.26,23.2,30.55,66.77,32.78
1553400.0,213320.0,0.162,23.48,23.46,30.85,66.21,35.95
1553400.0,217480.0,0.0707,23.71,23.73,31.16,65.66,39.12
1553400.0,221640.0,0.0724,23.93,23.99,31.46,65.11,42.29
1553400.0,225800.0,0.2306,24.16,24.26,31.76,64.57,45.46
1553400.0,229960.0,0.1745,24.38,24.52,32.06,64.04,48.62
1553400.0,234120.0,0.1256,24.59,24.76,32.32,63.34,51.52
1553400.0,238280.0,0.1041,24.8,24.99,32.57,62.64,54.41
1553400.0,242440.0,0.1366,25.0,25.22,32.83,61.96,57.29
1553400.0,246600.0,0.1131,25.2,25.45,33.08,61.3,60.15
1553400.0,250760.0,0.3928,25.41,25.68,33.33,60.64,62.99
1553400.0,254920.0,0.0843,25.61,25.9,33.58,60.0,65.83
1553400.0,259080.0,0.1852,25.66,25.93,33.62,59.79,66.54
1553400.0,263240.0,0.1189,25.57,25.77,33.47,59.99,65.32
1553400.0,267400.0,0.1337,25.49,25.61,33.32,60.18,64.11
1553400.0,271560.0,0.0063,25.4,25.45,33.17,60.37,62.89
1553400.0,275720.0,0.004,25.31,25.29,33.02,60.57,61.67
1553400.0,279880.0,0.0024,25.23,25.13,32.87,60.76,60.45
1553400.0,284040.0,0.0876,25.14,24.98,32.72,60.95,59.27
1553400.0,288200.0,0.1047,25.18,25.04,32.69,60.73,59.77
1553400.0,292360.0,0.2014,25.21,25.09,32.67,60.52,60.27
1553400.0,296520.0,0.4706,25.25,25.15,32.64,60.31,60.76
1553400.0,300680.0,0.2193,25.28,25.2,32.61,60.1,61.24
1553400.0,304840.0,0.1507,25.32,25.25,32.59,59.89,61.71
1553400.0,309000.0,0.0715,25.35,25.31,32.56,59.69,62.18
1553400.0,313160.0,0.094,25.3,25.29,32.43,59.66,61.49
1553400.0,317320.0,0.0336,25.18,25.21,32.21,59.78,59.79
1553400.0,321480.0,0.092,25.06,25.13,31.99,59.9,58.08
1553400.0,325640.0,0.1617,24.94,25.05,31.77,60.02,56.37
1553400.0,329800.0,0.1438,24.81,24.97,31.56,60.15,54.66
1553400.0,333960.0,0.2843,24.69,24.89,31.34,60.27,52.95
1553400.0,338120.0,0.0647,24.56,24.79,31.12,60.45,51.12
1553400.0,342280.0,0.2189,24.26,24.32,30.84,61.82,46.83
1553400.0,346440.0,0.5799,23.95,23.84,30.56,63.22,42.55
1553400.0,350600.0,0.4998,23.65,23.37,30.28,64.65,38.28
1553400.0,354760.0,0.2213,23.34,22.9,30.0,66.11,34.02
1553400.0,358920.0,0.1225,23.04,22.44,29.72,67.6,29.76
1553400.0,363080.0,0.0574,22.74,21.97,29.44,69.13,25.51
1553400.0,367240.0,0.0486,22.47,21.63,29.18,70.4,21.79
1553400.0,371400.0,0.1533,22.24,21.4,28.94,71.45,18.49
1553400.0,375560.0,0.0817,22.0,21.17,28.7,72.52,15.19
1553400.0,379720.0,0.1574,21.77,20.94,28.46,73.6,11.89
1553400.0,383880.0,0.0902,21.53,20.71,28.22,74.71,8.6
1549240.0,163400.0,0.3514,25.48,25.54,34.03,64.02,64.02
1549240.0,167560.0,0.1139,25.29,25.53,33.32,62.97,61.31
