Latitud,Longitud,Valor_Sentinel,Temp_2m_ERA5_(C),Temp_10m_ERA5_(C),Vapor_Agua_(mm),Humedad_Relativa_(%),Factor_Error_(%)
1524280.0,250760.0,0.1116,25.43,25.14,34.39,62.73,63.34
1524280.0,254920.0,0.2414,25.6,25.35,34.63,62.28,65.74
1524280.0,259080.0,0.142,25.71,25.48,34.78,61.96,67.24
1524280.0,263240.0,0.2172,25.77,25.53,34.86,61.81,68.05
1524280.0,267400.0,0.2001,25.79,25.55,34.9,61.77,68.4
1524280.0,271560.0,0.1372,25.8,25.54,34.92,61.78,68.5
1524280.0,275720.0,0.2005,25.8,25.53,34.92,61.8,68.53
1524280.0,279880.0,0.2781,25.82,25.53,34.92,61.77,68.72
1524280.0,284040.0,0.1097,25.85,25.58,34.94,61.63,69.25
1524280.0,288200.0,0.2175,25.91,25.65,34.95,61.42,70.01
1524280.0,292360.0,0.1103,25.97,25.73,34.94,61.17,70.84
1524280.0,296520.0,0.0854,26.03,25.82,34.93,60.89,71.77
1524280.0,300680.0,0.1431,26.11,25.93,34.93,60.57,72.83
1524280.0,304840.0,0.1275,26.19,26.07,34.95,60.2,74.04
1524280.0,309000.0,0.1718,26.29,26.24,34.99,59.78,75.42
1524280.0,313160.0,0.2267,26.42,26.47,35.08,59.24,77.16
1524280.0,317320.0,0.2111,26.6,26.81,35.24,58.44,79.77
1524280.0,321480.0,0.1619,26.82,27.22,35.44,57.51,82.82
1524280.0,325640.0,0.1449,27.03,27.62,35.65,56.61,85.8
1524280.0,329800.0,0.1013,27.2,27.96,35.82,55.91,88.19
1524280.0,333960.0,0.3968,27.29,28.17,35.92,55.53,89.47
1524280.0,338120.0,0.1124,27.27,28.17,35.91,55.64,89.14
1524280.0,342280.0,0.0795,27.1,27.92,35.78,56.38,86.75
1524280.0,346440.0,0.1082,26.81,27.47,35.56,57.66,82.68
1524280.0,350600.0,0.0797,26.45,26.89,35.27,59.3,77.59
1524280.0,354760.0,0.0682,26.06,26.27,34.95,61.09,72.13
1524280.0,358920.0,0.2469,25.69,25.69,34.64,62.8,66.98
1524280.0,363080.0,0.1411,25.39,25.23,34.36,64.19,62.79
1524280.0,367240.0,0.1739,25.19,24.94,34.12,65.07,59.92
1524280.0,371400.0,0.066,25.02,24.74,33.86,65.7,57.49
1524280.0,375560.0,0.1497,24.87,24.61,33.6,66.13,55.46
1524280.0,379720.0,0.0399,24.76,24.53,33.36,66.36,53.94
1524280.0,383880.0,0.1321,24.7,24.5,33.17,66.41,53.02
1524280.0,388040.0,0.0917,24.68,24.52,33.05,66.27,52.8
1524280.0,392200.0,0.0462,24.72,24.57,33.03,65.97,53.39
1524280.0,396360.0,0.1683,24.88,24.71,33.18,65.28,55.53
1524280.0,400520.0,0.3199,25.14,24.97,33.46,64.21,59.18
1524280.0,404680.0,0.143,25.45,25.27,33.82,62.97,63.57
1524280.0,408840.0,0.1774,25.76,25.56,34.19,61.76,67.95
1524280.0,413000.0,0.278,26.02,25.79,34.5,60.77,71.57
1520120.0,159240.0,0.0036,27.35,27.58,40.34,70.27,90.19
1520120.0,163400.0,0.003,27.2,27.53,39.93,69.95,88.15
1520120.0,167560.0,0.1109,27.04,27.45,39.5,69.69,85.84
1520120.0,171720.0,0.0828,26.86,27.31,39.06,69.51,83.32
1520120.0,175880.0,0.1201,26.66,27.11,38.62,69.43,80.6
1520120.0,180040.0,0.0921,26.43,26.8,38.16,69.55,77.37
1520120.0,184200.0,0.0508,26.16,26.39,37.67,69.85,73.6
1520120.0,188360.0,0.0408,25.88,25.93,37.16,70.24,69.58
1520120.0,192520.0,0.1617,25.59,25.47,36.66,70.62,65.58
1520120.0,196680.0,0.0674,25.33,25.04,36.17,70.88,61.91
1520120.0,200840.0,0.104,25.11,24.7,35.73,70.93,58.85
1520120.0,205000.0,0.0477,24.95,24.45,35.33,70.67,56.55
1520120.0,209160.0,0.1329,24.81,24.27,34.93,70.15,54.63
1520120.0,213320.0,0.1582,24.7,24.13,34.53,69.45,53.09
1520120.0,217480.0,0.1307,24.62,24.04,34.18,68.65,51.97
1520120.0,221640.0,0.0947,24.58,24.0,33.89,67.83,51.32
1520120.0,225800.0,0.218,24.57,24.0,33.68,67.05,51.17
1520120.0,229960.0,0.0886,24.59,24.04,33.58,66.39,51.58
1520120.0,234120.0,0.1294,24.69,24.15,33.63,65.79,52.88
1520120.0,238280.0,0.1222,24.84,24.35,33.81,65.2,55.04
1520120.0,242440.0,0.1338,25.03,24.58,34.07,64.63,57.72
1520120.0,246600.0,0.19,25.24,24.84,34.37,64.1,60.58
1520120.0,250760.0,0.0819,25.43,25.07,34.65,63.63,63.27
1520120.0,254920.0,0.1483,25.58,25.26,34.88,63.25,65.43
1520120.0,259080.0,0.2143,25.68,25.38,35.01,62.96,66.82
1520120.0,263240.0,0.2642,25.74,25.44,35.1,62.8,67.68
1520120.0,267400.0,0.1312,25.78,25.47,35.16,62.73,68.19
1520120.0,271560.0,0.5342,25.8,25.49,35.2,62.71,68.49
1520120.0,275720.0,0.2142,25.82,25.5,35.22,62.68,68.75
1520120.0,279880.0,0.3414,25.84,25.53,35.24,62.61,69.11
1520120.0,284040.0,0.1376,25.89,25.58,35.27,62.44,69.73
1520120.0,288200.0,0.1615,25.94,25.64,35.28,62.23,70.46
1520120.0,292360.0,0.1004,25.99,25.71,35.26,61.99,71.18
1520120.0,296520.0,0.2484,26.05,25.78,35.24,61.72,71.97
1520120.0,300680.0,0.1553,26.11,25.87,35.23,61.41,72.89
1520120.0,304840.0,0.1321,26.19,25.99,35.24,61.04,74.01
1520120.0,309000.0,0.1373,26.29,26.16,35.28,60.6,75.4
1520120.0,313160.0,0.0909,26.43,26.39,35.39,60.02,77.28
1520120.0,317320.0,0.067,26.63,26.76,35.58,59.16,80.14
1520120.0,321480.0,0.2432,26.87,27.2,35.81,58.17,83.52
1520120.0,325640.0,0.0689,27.11,27.64,36.05,57.2,86.87
1520120.0,329800.0,0.1895,27.31,28.02,36.26,56.41,89.66
1520120.0,333960.0,0.0634,27.43,28.26,36.4,55.96,91.33
1520120.0,338120.0,0.0657,27.43,28.31,36.42,55.98,91.35
1520120.0,342280.0,0.1437,27.28,28.1,36.31,56.63,89.29
1520120.0,346440.0,0.158,27.01,27.69,36.1,57.8,85.54
1520120.0,350600.0,0.0603,26.67,27.16,35.83,59.31,80.77
1520120.0,354760.0,0.203,26.31,26.59,35.53,60.97,75.65
1520120.0,358920.0,0.1852,25.97,26.06,35.23,62.54,70.82
1520120.0,363080.0,0.0799,25.69,25.64,34.96,63.8,66.97
1520120.0,367240.0,0.1642,25.51,25.39,34.75,64.55,64.44
1520120.0,371400.0,0.1005,25.36,25.22,34.51,65.06,62.38
1520120.0,375560.0,0.1729,25.25,25.11,34.27,65.37,60.75
1520120.0,379720.0,0.2078,25.17,25.05,34.05,65.49,59.61
1520120.0,383880.0,0.2755,25.13,25.04,33.88,65.44,59.04
1520120.0,388040.0,0.194,25.13,25.07,33.79,65.24,59.12
1520120.0,392200.0,0.2011,25.19,25.13,33.79,64.89,59.92
1520120.0,396360.0,0.8745,25.35,25.29,33.95,64.2,62.16
1520120.0,400520.0,0.2163,25.61,25.54,34.25,63.16,65.81
1520120.0,404680.0,0.1048,25.92,25.84,34.62,61.97,70.15
1520120.0,408840.0,0.0821,26.22,26.13,34.99,60.82,74.45
1515960.0,159240.0,0.0019,27.46,27.74,40.79,70.74,91.74
1515960.0,163400.0,0.0017,27.33,27.7,40.46,70.52,89.96
1515960.0,167560.0,0.0026,27.19,27.62,40.1,70.34,87.95
1515960.0,171720.0,0.0025,27.03,27.5,39.72,70.22,85.73
1515960.0,175880.0,0.126,26.86,27.31,39.34,70.15,83.33
1515960.0,180040.0,0.0451,26.65,27.03,38.92,70.22,80.49
1515960.0,184200.0,0.1238,26.42,26.66,38.46,70.43,77.19
1515960.0,188360.0,0.1708,26.17,26.25,37.98,70.69,73.65
1515960.0,192520.0,0.0602,25.92,25.83,37.5,70.93,70.12
1515960.0,196680.0,0.1044,25.68,25.44,37.03,71.07,66.81
1515960.0,200840.0,0.0875,25.48,25.11,36.59,71.04,63.96
1515960.0,205000.0,0.1255,25.31,24.87,36.18,70.75,61.67
1515960.0,209160.0,0.1027,25.17,24.67,35.75,70.23,59.6
1515960.0,213320.0,0.0814,25.04,24.5,35.32,69.56,57.77
1515960.0,217480.0,0.1526,24.93,24.37,34.92,68.8,56.28
1515960.0,221640.0,0.0793,24.85,24.29,34.58,68.04,55.2
1515960.0,225800.0,0.1245,24.81,24.24,34.33,67.34,54.61
1515960.0,229960.0,0.1005,24.81,24.24,34.19,66.76,54.6
1515960.0,234120.0,0.3765,24.87,24.32,34.19,66.27,55.45
1515960.0,238280.0,0.1104,24.99,24.47,34.32,65.81,57.08
1515960.0,242440.0,0.1378,25.14,24.66,34.53,65.39,59.21
1515960.0,246600.0,0.1617,25.3,24.87,34.78,65.01,61.54
1515960.0,250760.0,0.0512,25.46,25.06,35.02,64.67,63.76
1515960.0,254920.0,0.224,25.59,25.22,35.21,64.38,65.58
1515960.0,259080.0,0.2959,25.68,25.33,35.33,64.14,66.78
1515960.0,263240.0,1.3948,25.74,25.39,35.42,63.99,67.62
1515960.0,267400.0,2.6246,25.78,25.44,35.49,63.9,68.22
1515960.0,271560.0,0.7657,25.81,25.47,35.54,63.84,68.68
1515960.0,275720.0,0.0556,25.84,25.5,35.58,63.77,69.1
1515960.0,279880.0,0.094,25.88,25.53,35.62,63.66,69.58
1515960.0,284040.0,0.0552,25.92,25.58,35.64,63.48,70.23
1515960.0,288200.0,0.132,25.97,25.63,35.65,63.26,70.88
1515960.0,292360.0,0.1645,26.01,25.67,35.62,63.03,71.47
1515960.0,296520.0,0.2407,26.06,25.71,35.59,62.78,72.09
1515960.0,300680.0,0.1052,26.11,25.77,35.56,62.47,72.85
1515960.0,304840.0,0.6631,26.18,25.87,35.56,62.1,73.84
1515960.0,309000.0,0.3686,26.28,26.02,35.61,61.64,75.18
1515960.0,313160.0,0.2033,26.41,26.26,35.72,61.04,77.11
1515960.0,317320.0,0.0485,26.62,26.63,35.92,60.15,80.07
1515960.0,321480.0,0.0994,26.88,27.08,36.17,59.12,83.6
1515960.0,325640.0,0.1686,27.13,27.55,36.44,58.1,87.15
1515960.0,329800.0,0.1597,27.34,27.95,36.67,57.26,90.17
1515960.0,333960.0,0.1825,27.48,28.23,36.83,56.74,92.12
1515960.0,338120.0,0.0032,27.51,28.31,36.87,56.68,92.46
1515960.0,342280.0,0.1519,27.39,28.15,36.78,57.2,90.78
1515960.0,346440.0,0.1829,27.15,27.81,36.59,58.21,87.5
1515960.0,350600.0,0.1487,26.85,27.35,36.34,59.53,83.24
1515960.0,354760.0,0.1693,26.52,26.86,36.05,60.98,78.63
1515960.0,358920.0,0.1102,26.21,26.39,35.77,62.35,74.31
1515960.0,363080.0,0.2811,25.97,26.03,35.53,63.43,70.89
1515960.0,367240.0,0.0867,25.82,25.81,35.33,64.05,68.74
1515960.0,371400.0,0.0846,25.7,25.67,35.11,64.44,67.05
1515960.0,375560.0,0.5229,25.6,25.59,34.9,64.65,65.75
1515960.0,379720.0,0.1316,25.55,25.55,34.7,64.7,64.92
1515960.0,383880.0,0.1363,25.52,25.55,34.55,64.6,64.62
1515960.0,388040.0,0.4701,25.54,25.59,34.48,64.36,64.89
1515960.0,392200.0,0.1825,25.61,25.65,34.5,64.02,65.81
1515960.0,396360.0,0.4157,25.77,25.8,34.67,63.37,68.06
1515960.0,400520.0,0.1804,26.02,26.04,34.97,62.42,71.6
1515960.0,404680.0,0.028,26.32,26.33,35.35,61.34,75.76
1515960.0,408840.0,0.0663,26.61,26.6,35.73,60.3,79.88
1511800.0,155080.0,0.0057,27.62,27.89,41.38,71.3,94.01
1511800.0,159240.0,0.0046,27.53,27.87,41.16,71.15,92.79
1511800.0,163400.0,0.0021,27.43,27.83,40.91,71.02,91.34
1511800.0,167560.0,0.001,27.31,27.77,40.63,70.92,89.69
1511800.0,171720.0,0.0032,27.18,27.66,40.33,70.84,87.85
1511800.0,175880.0,0.0021,27.04,27.5,40.0,70.78,85.84
1511800.0,180040.0,0.0039,26.87,27.26,39.64,70.81,83.47
1511800.0,184200.0,0.131,26.67,26.94,39.23,70.91,80.72
1511800.0,188360.0,0.0994,26.46,26.59,38.8,71.04,77.77
1511800.0,192520.0,0.1167,26.25,26.22,38.35,71.15,74.78
1511800.0,196680.0,0.0958,26.04,25.88,37.91,71.18,71.93
1511800.0,200840.0,0.1193,25.86,25.58,37.49,71.07,69.38
1511800.0,205000.0,0.1337,25.71,25.34,37.08,70.76,67.19
1511800.0,209160.0,0.1076,25.55,25.13,36.64,70.25,65.05
1511800.0,213320.0,0.1228,25.41,24.94,36.19,69.61,63.03
1511800.0,217480.0,0.0825,25.28,24.78,35.76,68.91,61.25
1511800.0,221640.0,0.093,25.18,24.65,35.38,68.22,59.81
1511800.0,225800.0,0.0841,25.11,24.57,35.09,67.61,58.83
1511800.0,229960.0,0.1293,25.08,24.53,34.91,67.14,58.41
1511800.0,234120.0,0.4416,25.11,24.56,34.87,66.78,58.77
1511800.0,238280.0,0.0184,25.18,24.66,34.94,66.49,59.79
1511800.0,242440.0,0.1061,25.28,24.79,35.09,66.25,61.27
1511800.0,246600.0,0.1326,25.4,24.95,35.28,66.04,62.94
1511800.0,250760.0,0.4482,25.52,25.1,35.46,65.86,64.59
1511800.0,254920.0,0.2799,25.62,25.22,35.61,65.68,65.97
1511800.0,259080.0,0.1403,25.69,25.3,35.71,65.5,66.93
1511800.0,263240.0,0.469,25.74,25.36,35.79,65.37,67.69
1511800.0,267400.0,0.2311,25.79,25.41,35.86,65.27,68.33
1511800.0,271560.0,0.5537,25.83,25.46,35.92,65.18,68.89
1511800.0,275720.0,0.0149,25.87,25.5,35.98,65.08,69.43
1511800.0,279880.0,0.0049,25.91,25.54,36.02,64.94,69.99
1511800.0,284040.0,0.1954,25.95,25.58,36.05,64.74,70.62
1511800.0,288200.0,0.3107,25.99,25.61,36.04,64.53,71.15
1511800.0,292360.0,0.1008,26.02,25.61,36.0,64.31,71.56
1511800.0,296520.0,0.0978,26.05,25.61,35.95,64.06,71.98
1511800.0,300680.0,0.1365,26.09,25.64,35.91,63.76,72.54
1511800.0,304840.0,0.2899,26.15,25.7,35.9,63.39,73.37
1511800.0,309000.0,0.2193,26.23,25.83,35.94,62.93,74.6
1511800.0,313160.0,0.1951,26.37,26.06,36.05,62.32,76.5
1511800.0,317320.0,0.1119,26.58,26.43,36.25,61.42,79.44
1511800.0,321480.0,0.1337,26.83,26.88,36.51,60.38,82.98
1511800.0,325640.0,0.1507,27.09,27.34,36.79,59.35,86.58
1511800.0,329800.0,0.0826,27.31,27.76,37.03,58.47,89.72
1511800.0,333960.0,0.1654,27.46,28.07,37.21,57.88,91.87
1511800.0,338120.0,0.0911,27.51,28.19,37.26,57.72,92.5
1511800.0,342280.0,0.1016,27.42,28.09,37.19,58.08,91.28
1511800.0,346440.0,0.0866,27.23,27.83,37.02,58.88,88.59
1511800.0,350600.0,0.1539,26.98,27.47,36.79,59.94,85.01
1511800.0,354760.0,0.24,26.7,27.07,36.53,61.12,81.1
1511800.0,358920.0,0.0483,26.44,26.69,36.27,62.23,77.44
1511800.0,363080.0,1.1104,26.23,26.4,36.05,63.09,74.59
1511800.0,367240.0,0.1867,26.11,26.24,35.88,63.55,72.87
1511800.0,371400.0,0.1862,26.02,26.13,35.69,63.83,71.55
1511800.0,375560.0,0.2801,25.95,26.06,35.5,63.96,70.58
1511800.0,379720.0,0.1195,25.91,26.03,35.33,63.95,70.02
1511800.0,383880.0,0.0964,25.9,26.04,35.2,63.82,69.92
1511800.0,388040.0,0.1642,25.93,26.08,35.14,63.59,70.34
1511800.0,392200.0,0.137,26.0,26.14,35.18,63.27,71.34
1511800.0,396360.0,0.2997,26.16,26.28,35.36,62.71,73.52
1511800.0,400520.0,0.3593,26.39,26.51,35.67,61.89,76.85
1511800.0,404680.0,0.0609,26.67,26.77,36.05,60.97,80.73
1511800.0,408840.0,0.051,26.94,27.02,36.44,60.09,84.57
1507640.0,155080.0,0.0048,27.64,27.98,41.6,71.57,94.4
1507640.0,159240.0,0.0047,27.58,27.97,41.46,71.5,93.49
1507640.0,163400.0,0.0038,27.5,27.94,41.3,71.46,92.4
1507640.0,167560.0,0.0049,27.41,27.9,41.1,71.42,91.14
1507640.0,171720.0,0.0077,27.31,27.81,40.87,71.38,89.72
1507640.0,175880.0,0.0051,27.2,27.67,40.61,71.32,88.13
1507640.0,180040.0,0.0067,27.07,27.47,40.31,71.29,86.26
1507640.0,184200.0,0.0038,26.91,27.21,39.96,71.3,84.11
1507640.0,188360.0,0.0043,26.75,26.92,39.58,71.31,81.79
1507640.0,192520.0,0.0725,26.58,26.62,39.18,71.3,79.39
1507640.0,196680.0,0.0589,26.41,26.32,38.78,71.22,77.04
1507640.0,200840.0,0.1097,26.25,26.06,38.39,71.04,74.84
1507640.0,205000.0,0.1162,26.11,25.84,37.99,70.72,72.8
1507640.0,209160.0,0.0748,25.95,25.62,37.55,70.23,70.66
1507640.0,213320.0,0.1253,25.8,25.41,37.09,69.64,68.54
1507640.0,217480.0,0.2474,25.66,25.22,36.65,69.0,66.54
1507640.0,221640.0,0.209,25.54,25.06,36.25,68.4,64.82
1507640.0,225800.0,0.2199,25.44,24.94,35.92,67.88,63.5
1507640.0,229960.0,0.2307,25.39,24.87,35.71,67.52,62.71
1507640.0,234120.0,0.0876,25.38,24.86,35.62,67.3,62.57
1507640.0,238280.0,0.1563,25.41,24.9,35.63,67.19,62.97
1507640.0,242440.0,0.1594,25.46,24.97,35.72,67.14,63.74
1507640.0,246600.0,0.5297,25.53,25.07,35.84,67.13,64.72
1507640.0,250760.0,0.1157,25.6,25.17,35.96,67.11,65.75
1507640.0,254920.0,0.0964,25.67,25.25,36.07,67.06,66.64
1507640.0,259080.0,0.0682,25.72,25.31,36.13,66.95,67.31
1507640.0,263240.0,0.0704,25.76,25.36,36.2,66.85,67.96
1507640.0,267400.0,0.1557,25.81,25.42,36.27,66.75,68.6
1507640.0,271560.0,0.308,25.85,25.47,36.34,66.64,69.24
1507640.0,275720.0,0.0857,25.9,25.51,36.4,66.51,69.86
1507640.0,279880.0,0.281,25.94,25.55,36.45,66.35,70.46
1507640.0,284040.0,0.4177,25.98,25.58,36.47,66.14,71.04
1507640.0,288200.0,0.1226,26.01,25.58,36.46,65.93,71.44
1507640.0,292360.0,0.0924,26.02,25.55,36.41,65.72,71.65
1507640.0,296520.0,0.1409,26.04,25.51,36.34,65.49,71.85
1507640.0,300680.0,0.0764,26.06,25.49,36.28,65.2,72.19
1507640.0,304840.0,0.1955,26.11,25.52,36.26,64.84,72.83
1507640.0,309000.0,0.1989,26.19,25.62,36.28,64.38,73.91
1507640.0,313160.0,0.3241,26.31,25.83,36.39,63.76,75.72
1507640.0,317320.0,0.1214,26.52,26.19,36.59,62.87,78.55
1507640.0,321480.0,0.0976,26.76,26.62,36.85,61.84,81.99
1507640.0,325640.0,0.2129,27.01,27.08,37.12,60.82,85.53
1507640.0,329800.0,0.0978,27.24,27.51,37.37,59.92,88.68
1507640.0,333960.0,0.1436,27.4,27.83,37.55,59.28,90.95
1507640.0,338120.0,0.0921,27.46,27.99,37.62,59.01,91.85
1507640.0,342280.0,0.1709,27.41,27.96,37.56,59.2,91.1
1507640.0,346440.0,0.1683,27.27,27.79,37.42,59.74,89.07
1507640.0,350600.0,0.1515,27.07,27.54,37.21,60.51,86.26
1507640.0,354760.0,0.0706,26.84,27.24,36.98,61.38,83.15
1507640.0,358920.0,0.1308,26.64,26.97,36.75,62.19,80.24
1507640.0,363080.0,0.0874,26.48,26.76,36.55,62.8,78.01
1507640.0,367240.0,0.174,26.39,26.64,36.4,63.11,76.74
1507640.0,371400.0,0.0656,26.32,26.57,36.24,63.28,75.79
1507640.0,375560.0,0.0862,26.27,26.52,36.07,63.33,75.13
1507640.0,379720.0,0.207,26.25,26.5,35.92,63.28,74.81
1507640.0,383880.0,0.0327,26.25,26.51,35.82,63.15,74.88
1507640.0,388040.0,0.1726,26.29,26.54,35.78,62.94,75.4
1507640.0,392200.0,0.1795,26.37,26.6,35.84,62.67,76.43
1507640.0,396360.0,0.1484,26.51,26.73,36.03,62.21,78.49
1507640.0,400520.0,0.175,26.73,26.93,36.35,61.56,81.55
1507640.0,404680.0,0.0986,26.98,27.16,36.73,60.84,85.08
1507640.0,408840.0,0.0656,27.23,27.38,37.11,60.15,88.57
1503480.0,155080.0,0.0039,27.66,28.05,41.78,71.81,94.57
1503480.0,159240.0,0.0038,27.61,28.05,41.71,71.8,93.97
1503480.0,163400.0,0.0072,27.56,28.03,41.63,71.82,93.24
1503480.0,167560.0,0.0046,27.5,28.0,41.51,71.83,92.37
1503480.0,171720.0,0.0064,27.43,27.94,41.36,71.82,91.36
1503480.0,175880.0,0.0043,27.35,27.83,41.17,71.76,90.2
1503480.0,180040.0,0.0066,27.25,27.67,40.92,71.69,88.83
1503480.0,184200.0,0.005,27.14,27.47,40.63,71.61,87.26
1503480.0,188360.0,0.0079,27.01,27.24,40.31,71.52,85.55
1503480.0,192520.0,0.0061,26.89,26.99,39.97,71.39,83.75
1503480.0,196680.0,0.0925,26.75,26.75,39.61,71.22,81.9
1503480.0,200840.0,0.263,26.62,26.52,39.25,70.99,80.06
1503480.0,205000.0,0.1101,26.49,26.32,38.88,70.67,78.2
1503480.0,209160.0,0.1221,26.34,26.1,38.45,70.2,76.13
1503480.0,213320.0,0.0579,26.19,25.88,37.99,69.66,73.96
1503480.0,217480.0,0.0992,26.04,25.68,37.54,69.09,71.84
1503480.0,221640.0,0.1369,25.9,25.49,37.12,68.57,69.91
1503480.0,225800.0,0.2881,25.79,25.34,36.78,68.15,68.32
1503480.0,229960.0,0.0547,25.71,25.24,36.54,67.9,67.21
1503480.0,234120.0,0.1361,25.66,25.18,36.41,67.83,66.6
1503480.0,238280.0,0.0676,25.65,25.17,36.37,67.89,66.4
1503480.0,242440.0,0.1121,25.66,25.19,36.38,68.03,66.5
1503480.0,246600.0,0.1591,25.68,25.23,36.44,68.2,66.8
1503480.0,250760.0,0.0875,25.71,25.28,36.51,68.35,67.22
1503480.0,254920.0,0.0706,25.74,25.32,36.57,68.43,67.63
1503480.0,259080.0,0.125,25.77,25.35,36.6,68.4,68.02
1503480.0,263240.0,0.6105,25.8,25.4,36.66,68.33,68.54
1503480.0,267400.0,0.0583,25.85,25.45,36.73,68.24,69.16
1503480.0,271560.0,0.2921,25.9,25.5,36.8,68.11,69.84
1503480.0,275720.0,0.1524,25.94,25.55,36.86,67.96,70.51
1503480.0,279880.0,0.1458,25.99,25.59,36.91,67.78,71.13
1503480.0,284040.0,0.186,26.02,25.61,36.93,67.58,71.64
1503480.0,288200.0,0.1122,26.04,25.58,36.9,67.38,71.89
1503480.0,292360.0,0.1531,26.04,25.51,36.83,67.18,71.92
1503480.0,296520.0,0.0387,26.04,25.43,36.75,66.95,71.92
1503480.0,300680.0,0.1532,26.05,25.37,36.68,66.68,72.04
1503480.0,304840.0,0.27,26.08,25.36,36.64,66.32,72.48
1503480.0,309000.0,0.1061,26.15,25.43,36.66,65.87,73.4
1503480.0,313160.0,0.1175,26.27,25.62,36.75,65.25,75.06
1503480.0,317320.0,0.1855,26.46,25.95,36.94,64.39,77.72
1503480.0,321480.0,0.1489,26.69,26.36,37.19,63.4,80.96
1503480.0,325640.0,0.1034,26.93,26.81,37.46,62.4,84.35
1503480.0,329800.0,0.1068,27.15,27.23,37.7,61.5,87.42
1503480.0,333960.0,0.0658,27.31,27.56,37.88,60.82,89.74
1503480.0,338120.0,0.1691,27.39,27.75,37.95,60.45,90.85
1503480.0,342280.0,0.1622,27.37,27.79,37.91,60.45,90.56
1503480.0,346440.0,0.0777,27.27,27.71,37.78,60.73,89.19
1503480.0,350600.0,0.1401,27.13,27.57,37.6,61.2,87.16
1503480.0,354760.0,0.0961,26.97,27.38,37.39,61.74,84.87
1503480.0,358920.0,0.098,26.81,27.21,37.19,62.25,82.73
1503480.0,363080.0,0.0984,26.7,27.08,37.02,62.62,81.13
1503480.0,367240.0,0.0871,26.64,27.02,36.89,62.77,80.3
1503480.0,371400.0,0.2463,26.6,26.97,36.75,62.83,79.71
1503480.0,375560.0,0.1195,26.57,26.94,36.61,62.81,79.33
1503480.0,379720.0,0.0915,26.56,26.93,36.49,62.74,79.21
1503480.0,383880.0,0.1278,26.58,26.93,36.4,62.61,79.43
1503480.0,388040.0,0.0559,26.62,26.96,36.39,62.43,80.02
1503480.0,392200.0,0.0608,26.69,27.01,36.46,62.23,81.05
1503480.0,396360.0,0.1821,26.83,27.13,36.66,61.89,82.96
1503480.0,400520.0,0.1804,27.02,27.3,36.98,61.42,85.69
1503480.0,404680.0,0.0677,27.25,27.5,37.36,60.9,88.83
1503480.0,408840.0,0.0531,27.47,27.69,37.75,60.42,91.94
1499320.0,155080.0,0.0061,27.67,28.1,41.94,72.01,94.7
1499320.0,159240.0,0.0042,27.64,28.11,41.93,72.05,94.37
1499320.0,163400.0,0.0041,27.61,28.11,41.91,72.11,93.96
1499320.0,167560.0,0.0037,27.58,28.09,41.87,72.16,93.45
1499320.0,171720.0,0.0105,27.53,28.04,41.79,72.17,92.81
1499320.0,175880.0,0.0047,27.48,27.96,41.65,72.11,92.03
1499320.0,180040.0,0.0056,27.41,27.85,41.46,71.99,91.11
1499320.0,184200.0,0.004,27.34,27.7,41.23,71.84,90.08
1499320.0,188360.0,0.0043,27.25,27.52,40.97,71.66,88.92
1499320.0,192520.0,0.0053,27.16,27.33,40.68,71.46,87.64
1499320.0,196680.0,0.0629,27.06,27.14,40.37,71.22,86.26
1499320.0,200840.0,0.0652,26.96,26.95,40.04,70.96,84.76
1499320.0,205000.0,0.1829,26.84,26.76,39.69,70.63,83.1
1499320.0,209160.0,0.1291,26.7,26.55,39.28,70.2,81.13
1499320.0,213320.0,0.16,26.55,26.33,38.84,69.7,78.98
1499320.0,217480.0,0.123,26.39,26.11,38.39,69.2,76.8
1499320.0,221640.0,0.2213,26.24,25.91,37.97,68.76,74.74
1499320.0,225800.0,0.0922,26.12,25.73,37.62,68.44,72.95
1499320.0,229960.0,0.0957,26.02,25.6,37.36,68.28,71.59
1499320.0,234120.0,0.1489,25.95,25.52,37.2,68.33,70.6
1499320.0,238280.0,0.1959,25.9,25.46,37.1,68.55,69.88
1499320.0,242440.0,0.1502,25.86,25.43,37.06,68.85,69.4
1499320.0,246600.0,0.0549,25.84,25.42,37.06,69.19,69.11
1499320.0,250760.0,0.178,25.83,25.42,37.08,69.49,68.98
1499320.0,254920.0,0.189,25.83,25.43,37.09,69.68,68.98
1499320.0,259080.0,0.0384,25.84,25.44,37.1,69.73,69.11
1499320.0,263240.0,0.1257,25.87,25.48,37.15,69.7,69.51
1499320.0,267400.0,0.0128,25.91,25.53,37.21,69.62,70.11
1499320.0,271560.0,0.1974,25.96,25.58,37.28,69.49,70.81
1499320.0,275720.0,0.0894,26.01,25.63,37.35,69.33,71.51
1499320.0,279880.0,0.315,26.06,25.66,37.39,69.14,72.13
1499320.0,284040.0,0.3379,26.09,25.67,37.41,68.94,72.57
1499320.0,288200.0,0.2198,26.1,25.61,37.37,68.75,72.69
1499320.0,292360.0,0.0837,26.09,25.51,37.29,68.56,72.56
1499320.0,296520.0,0.1822,26.08,25.4,37.2,68.35,72.38
1499320.0,300680.0,0.2271,26.07,25.3,37.12,68.08,72.32
1499320.0,304840.0,0.1405,26.09,25.26,37.07,67.73,72.57
1499320.0,309000.0,0.1,26.14,25.3,37.07,67.29,73.32
1499320.0,313160.0,0.0914,26.25,25.46,37.15,66.69,74.82
